StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1,Q7_2,Q8_1,Q8_2,Q9_1,Q9_2,Q10_1,Q10_2,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28
3/02/2021 17:22,3/02/2021 17:36,IP Address,100,893,TRUE,3/02/2021 17:36,R_3M4Hzk9mHmAVyFw,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,acceptable,totally acceptable,not acceptable,totally acceptable,not at all acceptable,totally acceptable,not acceptable,totally acceptable,totally acceptable,totally acceptable,totally acceptable,strongly agree,strongly agree,strongly agree,somewhat agree,strongly agree,somewhat disagree,strongly agree,somewhat agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(A) a 90% chance of getting 2€ and a 10% chance of getting 1.60€,(A) a 100% chance of getting 2€ and a 0% chance of getting 1.60€,Male,35-44,Australia,Bachelor,Employed,"more than 5,000 Euro"
27/01/2021 22:44,27/01/2021 22:50,IP Address,39,346,FALSE,3/02/2021 22:50,R_2AM6DZbZI4wk1V5,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,acceptable,totally acceptable,somewhat acceptable,acceptable,somewhat acceptable,totally acceptable,somewhat acceptable,somewhat acceptable,acceptable,acceptable,neutral,strongly agree,agree,agree,agree,somewhat agree,somewhat agree,somewhat agree,neutral,somewhat agree,,,,,,,,,,,,,,,,
4/02/2021 4:17,4/02/2021 4:29,IP Address,100,731,TRUE,4/02/2021 4:29,R_3HplwDAYWc1Ccvp,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),neutral,somewhat acceptable,neutral,somewhat acceptable,neutral,somewhat acceptable,acceptable,somewhat not acceptable,neutral,somewhat not acceptable,somewhat not acceptable,not acceptable,somewhat disagree,neutral,somewhat disagree,neutral,neutral,somewhat agree,somewhat disagree,neutral,neutral,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,45-54,Australia,Bachelor,Employed,"more than 5,000 Euro"
4/02/2021 10:43,4/02/2021 10:54,IP Address,100,625,TRUE,4/02/2021 10:54,R_3nPmueGGFiJ3IAf,anonymous,EN,I have read the above information and agree to participate in the survey,"Very familiar (I know what it is, how it works and would be able to explain many areas in which Artificial Intelligence could be used)",acceptable,acceptable,totally acceptable,somewhat not acceptable,somewhat not acceptable,totally acceptable,acceptable,somewhat acceptable,acceptable,acceptable,acceptable,somewhat acceptable,agree,strongly agree,neutral,agree,agree,disagree,strongly agree,agree,agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,21-34,Germany,Master / diploma,Employed,"2,601 - 3,600 Euro"
6/02/2021 7:58,6/02/2021 8:09,IP Address,100,681,TRUE,6/02/2021 8:09,R_3LiHsElyVOVb6Ny,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,acceptable,acceptable,totally acceptable,somewhat acceptable,totally acceptable,totally acceptable,somewhat acceptable,acceptable,acceptable,totally acceptable,not acceptable,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat disagree,disagree,agree,somewhat agree,neutral,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(A) a 90% chance of getting 2€ and a 10% chance of getting 1.60€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,United Kingdom of Great Britain and Northern Ireland,Bachelor,Employed,"3,601 - 5,000 Euro"
7/02/2021 4:17,7/02/2021 4:28,IP Address,100,662,TRUE,7/02/2021 4:28,R_3HzYJN5iBM1Kvb8,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),acceptable,acceptable,acceptable,acceptable,acceptable,acceptable,totally acceptable,somewhat acceptable,acceptable,acceptable,acceptable,acceptable,agree,agree,agree,agree,agree,somewhat agree,somewhat agree,somewhat agree,agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Australia,Master / diploma,Employed,"more than 5,000 Euro"
7/02/2021 5:27,7/02/2021 5:42,IP Address,100,936,TRUE,7/02/2021 5:42,R_2zU35odOSg1bnqt,anonymous,EN,I have read the above information and agree to participate in the survey,"Very familiar (I know what it is, how it works and would be able to explain many areas in which Artificial Intelligence could be used)",neutral,somewhat acceptable,neutral,neutral,acceptable,somewhat acceptable,acceptable,neutral,neutral,acceptable,neutral,not acceptable,agree,agree,somewhat disagree,agree,agree,neutral,agree,agree,agree,(B) a 10% chance of getting 3.85€ and a 90% chance of getting 0.10€,(B) a 20% chance of getting 3.85€ and a 80% chance of getting 0.10€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Australia,Doctorate / PhD,Employed,"3,601 - 5,000 Euro"
3/02/2021 8:10,7/02/2021 7:41,IP Address,100,343861,TRUE,7/02/2021 7:41,R_1PREo9uCkRQyZMj,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,acceptable,totally acceptable,not at all acceptable,neutral,acceptable,acceptable,not acceptable,acceptable,not acceptable,acceptable,acceptable,agree,agree,agree,agree,neutral,neutral,agree,somewhat agree,agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,21-34,Germany,Bachelor,Student,"under 1,300 Euro"
7/02/2021 11:31,7/02/2021 11:38,IP Address,100,420,TRUE,7/02/2021 11:38,R_3hlw6pBjM78xppo,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,acceptable,totally acceptable,somewhat acceptable,totally acceptable,somewhat acceptable,acceptable,somewhat not acceptable,neutral,somewhat acceptable,totally acceptable,not at all acceptable,neutral,somewhat disagree,strongly disagree,disagree,neutral,disagree,neutral,neutral,somewhat disagree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,45-54,Germany,Master / diploma,Employed,"more than 5,000 Euro"
7/02/2021 12:32,7/02/2021 13:09,IP Address,100,2250,TRUE,7/02/2021 13:09,R_DGYDP8wzWZQztLj,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),neutral,totally acceptable,acceptable,somewhat acceptable,acceptable,acceptable,somewhat acceptable,acceptable,acceptable,totally acceptable,acceptable,somewhat acceptable,somewhat agree,agree,Don't know,agree,disagree,somewhat agree,somewhat agree,agree,agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Germany,Master / diploma,Employed,"more than 5,000 Euro"
8/02/2021 6:35,8/02/2021 13:58,IP Address,100,26576,TRUE,8/02/2021 13:58,R_2VfHyIULsPdePnn,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,not acceptable,acceptable,somewhat acceptable,totally acceptable,somewhat not acceptable,totally acceptable,not at all acceptable,totally acceptable,somewhat acceptable,acceptable,acceptable,somewhat agree,strongly agree,neutral,agree,neutral,somewhat disagree,neutral,somewhat agree,somewhat disagree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,21-34,Germany,Master / diploma,Student,"under 1,300 Euro"
2/02/2021 1:56,2/02/2021 1:58,IP Address,25,130,FALSE,9/02/2021 1:58,R_1gj52MWj6jKrv22,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,somewhat acceptable,totally acceptable,totally acceptable,somewhat acceptable,somewhat acceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/02/2021 2:06,2/02/2021 2:11,IP Address,39,303,FALSE,9/02/2021 2:11,R_1jqRZap2lQjZSvU,anonymous,EN,I have read the above information and agree to participate in the survey,"Very familiar (I know what it is, how it works and would be able to explain many areas in which Artificial Intelligence could be used)",acceptable,somewhat acceptable,acceptable,somewhat acceptable,neutral,totally acceptable,acceptable,acceptable,acceptable,neutral,neutral,totally acceptable,agree,agree,agree,agree,somewhat disagree,somewhat disagree,agree,somewhat agree,agree,,,,,,,,,,,,,,,,
2/02/2021 2:20,2/02/2021 2:21,IP Address,18,76,FALSE,9/02/2021 2:21,R_31L52ckFyAPsbfl,anonymous,EN,I have read the above information and agree to participate in the survey,"Very familiar (I know what it is, how it works and would be able to explain many areas in which Artificial Intelligence could be used)",neutral,not acceptable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
